openalex_id,display_name,abstract,doi,type,publication_year,publication_date,cited_by_count,source_display_name,openalex_url,landing_page_url,pdf_url,best_oa_pdf_url,oa_url,is_oa,content_pdf_url
https://openalex.org/W4386046866,Striking the right balance: Three-dimensional ocean sound speed field reconstruction using tensor neural networks,"Accurately reconstructing a three-dimensional (3D) ocean sound speed field (SSF) is essential for various ocean acoustic applications, but the sparsity and uncertainty of sound speed samples across a vast ocean region make it a challenging task. To tackle this challenge, a large body of reconstruction methods has been developed, including spline interpolation, matrix/tensor-based completion, and deep neural networks (DNNs)-based reconstruction. However, a principled analysis of their effectiveness in 3D SSF reconstruction is still lacking. This paper performs a thorough analysis of the reconstruction error and highlights the need for a balanced representation model that integrates expressiveness and conciseness. To meet this requirement, a 3D SSF-tailored tensor DNN is proposed, which uses tensor computations and DNN architectures to achieve remarkable 3D SSF reconstruction. The proposed model not only includes the previous tensor-based SSF representation model as a special case but also has a natural ability to reject noise. The numerical results using the South China Sea 3D SSF data demonstrate that the proposed method outperforms state-of-the-art methods. The code is available at https://github.com/OceanSTARLab/Tensor-Neural-Network.",https://doi.org/10.1121/10.0020670,article,2023,2023-08-01,25,The Journal of the Acoustical Society of America,https://openalex.org/W4386046866,https://doi.org/10.1121/10.0020670,,,,False,
https://openalex.org/W4403323802,Opportunities and Challenges in Applying AI to Evolutionary Morphology,"Artificial intelligence (AI) is poised to revolutionize many aspects of science, including the study of evolutionary morphology. While classical AI methods such as principal component analysis and cluster analysis have been commonplace in the study of evolutionary morphology for decades, recent years have seen increasing application of deep learning to ecology and evolutionary biology. As digitized specimen databases become increasingly prevalent and openly available, AI is offering vast new potential to circumvent long-standing barriers to rapid, big data analysis of phenotypes. Here, we review the current state of AI methods available for the study of evolutionary morphology, which are most developed in the area of data acquisition and processing. We introduce the main available AI techniques, categorizing them into 3 stages based on their order of appearance: (1) machine learning, (2) deep learning, and (3) the most recent advancements in large-scale models and multimodal learning. Next, we present case studies of existing approaches using AI for evolutionary morphology, including image capture and segmentation, feature recognition, morphometrics, and phylogenetics. We then discuss the prospectus for near-term advances in specific areas of inquiry within this field, including the potential of new AI methods that have not yet been applied to the study of morphological evolution. In particular, we note key areas where AI remains underutilized and could be used to enhance studies of evolutionary morphology. This combination of current methods and potential developments has the capacity to transform the evolutionary analysis of the organismal phenotype into evolutionary phenomics, leading to an era of ""big data"" that aligns the study of phenotypes with genomics and other areas of bioinformatics.",https://doi.org/10.1093/iob/obae036,review,2024,2024-01-01,21,Integrative Organismal Biology,https://openalex.org/W4403323802,https://doi.org/10.1093/iob/obae036,,,https://doi.org/10.1093/iob/obae036,True,
https://openalex.org/W4401441420,xSiGra: explainable model for single-cell spatial data elucidation,"Recent advancements in spatial imaging technologies have revolutionized the acquisition of high-resolution multichannel images, gene expressions, and spatial locations at the single-cell level. Our study introduces xSiGra, an interpretable graph-based AI model, designed to elucidate interpretable features of identified spatial cell types, by harnessing multimodal features from spatial imaging technologies. By constructing a spatial cellular graph with immunohistology images and gene expression as node attributes, xSiGra employs hybrid graph transformer models to delineate spatial cell types. Additionally, xSiGra integrates a novel variant of gradient-weighted class activation mapping component to uncover interpretable features, including pivotal genes and cells for various cell types, thereby facilitating deeper biological insights from spatial data. Through rigorous benchmarking against existing methods, xSiGra demonstrates superior performance across diverse spatial imaging datasets. Application of xSiGra on a lung tumor slice unveils the importance score of cells, illustrating that cellular activity is not solely determined by itself but also impacted by neighboring cells. Moreover, leveraging the identified interpretable genes, xSiGra reveals endothelial cell subset interacting with tumor cells, indicating its heterogeneous underlying mechanisms within complex cellular interactions.",https://doi.org/10.1093/bib/bbae388,article,2024,2024-07-25,16,Briefings in Bioinformatics,https://openalex.org/W4401441420,https://doi.org/10.1093/bib/bbae388,https://academic.oup.com/bib/article-pdf/25/5/bbae388/58784630/bbae388.pdf,https://academic.oup.com/bib/article-pdf/25/5/bbae388/58784630/bbae388.pdf,https://academic.oup.com/bib/article-pdf/25/5/bbae388/58784630/bbae388.pdf,True,https://content.openalex.org/works/W4401441420.pdf
https://openalex.org/W4405577048,Geometric deep learning improves generalizability of MHC-bound peptide predictions,"The interaction between peptides and major histocompatibility complex (MHC) molecules is pivotal in autoimmunity, pathogen recognition and tumor immunity. Recent advances in cancer immunotherapies demand for more accurate computational prediction of MHC-bound peptides. We address the generalizability challenge of MHC-bound peptide predictions, revealing limitations in current sequence-based approaches. Our structure-based methods leveraging geometric deep learning (GDL) demonstrate promising improvement in generalizability across unseen MHC alleles. Further, we tackle data efficiency by introducing a self-supervised learning approach on structures (3D-SSL). Without being exposed to any binding affinity data, our 3D-SSL outperforms sequence-based methods trained on ~90 times more data points. Finally, we demonstrate the resilience of structure-based GDL methods to biases in binding data on an Hepatitis B virus vaccine immunopeptidomics case study. This proof-of-concept study highlights structure-based methods' potential to enhance generalizability and data efficiency, with possible implications for data-intensive fields like T-cell receptor specificity predictions.",https://doi.org/10.1038/s42003-024-07292-1,article,2024,2024-12-19,16,Communications Biology,https://openalex.org/W4405577048,https://doi.org/10.1038/s42003-024-07292-1,https://www.nature.com/articles/s42003-024-07292-1.pdf,https://www.nature.com/articles/s42003-024-07292-1.pdf,https://www.nature.com/articles/s42003-024-07292-1.pdf,True,https://content.openalex.org/works/W4405577048.pdf
https://openalex.org/W4410578844,Is tokenization needed for masked particle modeling?,"Abstract In this work, we significantly enhance masked particle modeling (MPM), a self-supervised learning scheme for constructing highly expressive representations of unordered sets relevant to developing foundation models for high-energy physics. In MPM, a model is trained to recover the missing elements of a set, a learning objective that requires no labels and can be applied directly to experimental data. We achieve significant performance improvements over previous work on MPM by addressing inefficiencies in the implementation and incorporating a more powerful decoder. We compare several pre-training tasks and introduce new reconstruction methods that utilize conditional generative models without data tokenization or discretization. We show that these new methods outperform the tokenized learning objective from the original MPM on a new test bed for foundation models for jets, which includes using a wide variety of downstream tasks relevant to jet physics, such as classification, secondary vertex finding, and track identification.",https://doi.org/10.1088/2632-2153/addb98,article,2025,2025-05-21,6,Machine Learning Science and Technology,https://openalex.org/W4410578844,https://doi.org/10.1088/2632-2153/addb98,,,https://doi.org/10.1088/2632-2153/addb98,True,
https://openalex.org/W4318570435,Semi-supervised automatic dental age and sex estimation using a hybrid transformer model,,https://doi.org/10.1007/s00414-023-02956-9,article,2023,2023-01-31,17,International Journal of Legal Medicine,https://openalex.org/W4318570435,https://doi.org/10.1007/s00414-023-02956-9,,,,False,
https://openalex.org/W4394627503,PillarNeSt: Embracing Backbone Scaling and Pretraining for Pillar-Based 3D Object Detection,"Pillar-based 3D object detectors mainly employ randomly initialized 2D convolution neural network (ConvNet) for feature extraction and fail to enjoy the benefits from the backbone scaling and pretraining in the image domain. This paper shows the effectiveness of 2D backbone scaling and pretraining for pillar-based 3D object detectors. For better backbone scaling, we first introduce several design principles for point cloud backbone, to tackle the sparsity of point cloud and improve the effective receptive field. The backbone scaling is achieved by adaptively designed based on the model size. For backbone pretraining, we propose a weight adaptation module, to transfer the image knowledge obtained by pretraining on large-scale image datasets for the point cloud. Our proposed pillar-based detector, termed PillarNeSt, outperforms the existing 3D object detectors by a large margin on the nuScenes and Argoversev2 datasets. Code is released at <uri xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">https://github.com/WayneMao/PillarNeSt</uri> .",https://doi.org/10.1109/tiv.2024.3386576,article,2024,2024-04-09,14,IEEE Transactions on Intelligent Vehicles,https://openalex.org/W4394627503,https://doi.org/10.1109/tiv.2024.3386576,https://ieeexplore.ieee.org/ielx7/7274857/7448921/10495196.pdf,https://ieeexplore.ieee.org/ielx7/7274857/7448921/10495196.pdf,https://ieeexplore.ieee.org/ielx7/7274857/7448921/10495196.pdf,True,https://content.openalex.org/works/W4394627503.pdf
https://openalex.org/W4385768030,Contrastive Learning for Sign Language Recognition and Translation,"There are two problems that widely exist in current end-to-end sign language processing architecture. One is the CTC spike phenomenon which weakens the visual representational ability in Continuous Sign Language Recognition (CSLR). The other one is the exposure bias problem which leads to the accumulation of translation errors during inference in Sign Language Translation (SLT). In this paper, we tackle these issues by introducing contrast learning, aiming to enhance both visual-level feature representation and semantic-level error tolerance. Specifically, to alleviate CTC spike phenomenon and enhance visual-level representation, we design a visual contrastive loss by minimizing visual feature distance between different augmented samples of frames in one sign video, so that the model can further explore features by utilizing numerous unlabeled frames in an unsupervised way. To alleviate exposure bias problem and improve semantic-level error tolerance, we design a semantic contrastive loss by re-inputting the predicted sentence into semantic module and comparing features of ground-truth sequence and predicted sequence, for exposing model to its own mistakes. Besides, we propose two new metrics, i.e., Blank Rate and Consecutive Wrong Word Rate to directly reflect our improvement on the two problems. Extensive experimental results on current sign language datasets demonstrate the effectiveness of our approach, which achieves state-of-the-art performance.",https://doi.org/10.24963/ijcai.2023/85,article,2023,2023-08-01,12,,https://openalex.org/W4385768030,https://doi.org/10.24963/ijcai.2023/85,https://www.ijcai.org/proceedings/2023/0085.pdf,https://www.ijcai.org/proceedings/2023/0085.pdf,https://www.ijcai.org/proceedings/2023/0085.pdf,True,https://content.openalex.org/works/W4385768030.pdf
https://openalex.org/W4317929775,A two-branch symmetric domain adaptation neural network based on Ulam stability theory,,https://doi.org/10.1016/j.ins.2023.01.096,article,2023,2023-01-25,11,Information Sciences,https://openalex.org/W4317929775,https://doi.org/10.1016/j.ins.2023.01.096,,,,False,
https://openalex.org/W4378417504,Unsupervised industrial image ensemble anomaly detection based on object pseudo-anomaly generation and normal image feature combination enhancement,,https://doi.org/10.1016/j.cie.2023.109337,article,2023,2023-05-26,11,Computers & Industrial Engineering,https://openalex.org/W4378417504,https://doi.org/10.1016/j.cie.2023.109337,,,,False,
https://openalex.org/W4404217576,MVTN: Learning Multi-view Transformations for 3D Understanding,,https://doi.org/10.1007/s11263-024-02283-5,article,2024,2024-11-11,9,International Journal of Computer Vision,https://openalex.org/W4404217576,https://doi.org/10.1007/s11263-024-02283-5,,,,False,
https://openalex.org/W4407722668,Detection of Ocular Surface Squamous Neoplasia Using Artificial Intelligence With Anterior Segment Optical Coherence Tomography,,https://doi.org/10.1016/j.ajo.2025.02.019,article,2025,2025-02-19,8,American Journal of Ophthalmology,https://openalex.org/W4407722668,https://doi.org/10.1016/j.ajo.2025.02.019,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11985264/,True,
https://openalex.org/W4391774071,Synthesis of Hybrid Data Consisting of Chest Radiographs and Tabular Clinical Records Using Dual Generative Models for COVID-19 Positive Cases,,https://doi.org/10.1007/s10278-024-01015-y,article,2024,2024-02-13,7,Journal of Imaging Informatics in Medicine,https://openalex.org/W4391774071,https://doi.org/10.1007/s10278-024-01015-y,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11169290/pdf/10278_2024_Article_1015.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC11169290/pdf/10278_2024_Article_1015.pdf,True,https://content.openalex.org/works/W4391774071.pdf
https://openalex.org/W4401932685,Color Fundus Photography and Deep Learning Applications in Alzheimer Disease,"Objective: To report the development and performance of 2 distinct deep learning models trained exclusively on retinal color fundus photographs to classify Alzheimer disease (AD). Patients and Methods: Two independent datasets (UK Biobank and our tertiary academic institution) of good-quality retinal photographs derived from patients with AD and controls were used to build 2 deep learning models, between April 1, 2021, and January 30, 2024. ADVAS is a U-Net-based architecture that uses retinal vessel segmentation. ADRET is a bidirectional encoder representations from transformers style self-supervised learning convolutional neural network pretrained on a large data set of retinal color photographs from UK Biobank. The models' performance to distinguish AD from non-AD was determined using mean accuracy, sensitivity, specificity, and receiving operating curves. The generated attention heatmaps were analyzed for distinctive features. Results: =.04). No major differences were noted between the original and binary vessel segmentation and between both eyes vs single-eye models. Attention heatmaps obtained from patients with AD highlighted regions surrounding small vascular branches as areas of highest relevance to the model decision making. Conclusion: A bidirectional encoder representations from transformers style self-supervised convolutional neural network pretrained on a large data set of retinal color photographs alone can screen symptomatic AD with high accuracy, better than U-Net-pretrained models. To be translated in clinical practice, this methodology requires further validation in larger and diverse populations and integrated techniques to harmonize fundus photographs and attenuate the imaging-associated noise.",https://doi.org/10.1016/j.mcpdig.2024.08.005,article,2024,2024-08-27,7,Mayo Clinic Proceedings Digital Health,https://openalex.org/W4401932685,https://doi.org/10.1016/j.mcpdig.2024.08.005,https://www.mcpdigitalhealth.org/article/S2949-7612(24)00080-4/pdf,https://www.mcpdigitalhealth.org/article/S2949-7612(24)00080-4/pdf,https://www.mcpdigitalhealth.org/article/S2949-7612(24)00080-4/pdf,True,https://content.openalex.org/works/W4401932685.pdf
https://openalex.org/W4404793876,“UDE DIATOMS in the Wild 2024”: a new image dataset of freshwater diatoms for training deep learning models,"BACKGROUND: Diatoms are microalgae with finely ornamented microscopic silica shells. Their taxonomic identification by light microscopy is routinely used as part of community ecological research as well as ecological status assessment of aquatic ecosystems, and a need for digitalization of these methods has long been recognized. Alongside their high taxonomic and morphological diversity, several other factors make diatoms highly challenging for deep learning-based identification using light microscopy images. These include (i) an unusually high intraclass variability combined with small between-class differences, (ii) a rather different visual appearance of specimens depending on their orientation on the microscope slide, and (iii) the limited availability of diatom experts for accurate taxonomic annotation. FINDINGS: We present the largest diatom image dataset thus far, aimed at facilitating the application and benchmarking of innovative deep learning methods to the diatom identification problem on realistic research data, ""UDE DIATOMS in the Wild 2024."" The dataset contains 83,570 images of 611 diatom taxa, 101 of which are represented by at least 100 examples and 144 by at least 50 examples each. We showcase this dataset in 2 innovative analyses that address individual aspects of the above challenges using subclustering to deal with visually heterogeneous classes, out-of-distribution sample detection, and semi-supervised learning. CONCLUSIONS: The problem of image-based identification of diatoms is both important for environmental research and challenging from the machine learning perspective. By making available the so far largest image dataset, accompanied by innovative analyses, this contribution will facilitate addressing these points by the scientific community.",https://doi.org/10.1093/gigascience/giae087,article,2024,2024-01-01,7,GigaScience,https://openalex.org/W4404793876,https://doi.org/10.1093/gigascience/giae087,,,https://doi.org/10.1093/gigascience/giae087,True,
