openalex_id,display_name,doi,abstract,verdict,reason,matched_patterns,classifier_mode,evidence_source,evidence_quote,confidence,llm_provider,llm_model,maeex_verdict,not_yes_in_maeex,listed_for_manual_check_in_review
https://openalex.org/W4386046866,Striking the right balance: Three-dimensional ocean sound speed field reconstruction using tensor neural networks,https://doi.org/10.1121/10.0020670,"Accurately reconstructing a three-dimensional (3D) ocean sound speed field (SSF) is essential for various ocean acoustic applications, but the sparsity and uncertainty of sound speed samples across a vast ocean region make it a challenging task. To tackle this challenge, a large body of reconstruction methods has been developed, including spline interpolation, matrix/tensor-based completion, and deep neural networks (DNNs)-based reconstruction. However, a principled analysis of their effectiveness in 3D SSF reconstruction is still lacking. This paper performs a thorough analysis of the reconstruction error and highlights the need for a balanced representation model that integrates expressiveness and conciseness. To meet this requirement, a 3D SSF-tailored tensor DNN is proposed, which uses tensor computations and DNN architectures to achieve remarkable 3D SSF reconstruction. The proposed model not only includes the previous tensor-based SSF representation model as a special case but also has a natural ability to reject noise. The numerical results using the South China Sea 3D SSF data demonstrate that the proposed method outperforms state-of-the-art methods. The code is available at https://github.com/OceanSTARLab/Tensor-Neural-Network.",no,"The abstract discusses 3D ocean sound speed field reconstruction and a proposed tensor neural network method; it contains no indication that the paper uses, applies, benchmarks, or extends the target Masked Autoencoders method. The target is not mentioned in the supplied evidence.",,llm_fulltext,abstract_fallback,,high,openai,gpt-5.4-mini,yes,no,no
https://openalex.org/W4403323802,Opportunities and Challenges in Applying AI to Evolutionary Morphology,https://doi.org/10.1093/iob/obae036,"Artificial intelligence (AI) is poised to revolutionize many aspects of science, including the study of evolutionary morphology. While classical AI methods such as principal component analysis and cluster analysis have been commonplace in the study of evolutionary morphology for decades, recent years have seen increasing application of deep learning to ecology and evolutionary biology. As digitized specimen databases become increasingly prevalent and openly available, AI is offering vast new potential to circumvent long-standing barriers to rapid, big data analysis of phenotypes. Here, we review the current state of AI methods available for the study of evolutionary morphology, which are most developed in the area of data acquisition and processing. We introduce the main available AI techniques, categorizing them into 3 stages based on their order of appearance: (1) machine learning, (2) deep learning, and (3) the most recent advancements in large-scale models and multimodal learning. Next, we present case studies of existing approaches using AI for evolutionary morphology, including image capture and segmentation, feature recognition, morphometrics, and phylogenetics. We then discuss the prospectus for near-term advances in specific areas of inquiry within this field, including the potential of new AI methods that have not yet been applied to the study of morphological evolution. In particular, we note key areas where AI remains underutilized and could be used to enhance studies of evolutionary morphology. This combination of current methods and potential developments has the capacity to transform the evolutionary analysis of the organismal phenotype into evolutionary phenomics, leading to an era of ""big data"" that aligns the study of phenotypes with genomics and other areas of bioinformatics.",no,"The citing paper is a review of AI methods in evolutionary morphology and does not indicate any direct use, application, extension, or benchmarking of the target MAE paper. The abstract only describes broad categories of AI and mentions reviewing current methods and future prospects, which is background/review usage rather than target-specific use.",,llm_fulltext,abstract_fallback,We review the current state of AI methods available for the study of evolutionary morphology,high,openai,gpt-5.4-mini,no,yes,no
https://openalex.org/W4401441420,xSiGra: explainable model for single-cell spatial data elucidation,https://doi.org/10.1093/bib/bbae388,"Recent advancements in spatial imaging technologies have revolutionized the acquisition of high-resolution multichannel images, gene expressions, and spatial locations at the single-cell level. Our study introduces xSiGra, an interpretable graph-based AI model, designed to elucidate interpretable features of identified spatial cell types, by harnessing multimodal features from spatial imaging technologies. By constructing a spatial cellular graph with immunohistology images and gene expression as node attributes, xSiGra employs hybrid graph transformer models to delineate spatial cell types. Additionally, xSiGra integrates a novel variant of gradient-weighted class activation mapping component to uncover interpretable features, including pivotal genes and cells for various cell types, thereby facilitating deeper biological insights from spatial data. Through rigorous benchmarking against existing methods, xSiGra demonstrates superior performance across diverse spatial imaging datasets. Application of xSiGra on a lung tumor slice unveils the importance score of cells, illustrating that cellular activity is not solely determined by itself but also impacted by neighboring cells. Moreover, leveraging the identified interpretable genes, xSiGra reveals endothelial cell subset interacting with tumor cells, indicating its heterogeneous underlying mechanisms within complex cellular interactions.",no,"The abstract describes xSiGra as a graph-based AI model and mentions benchmarking against existing methods, but it does not indicate any use, adaptation, extension, or direct application of Masked Autoencoders Are Scalable Vision Learners. The target paper is not mentioned specifically and there is no evidence that xSiGra uses MAE beyond possibly as general background in the full text.",,llm_fulltext,abstract_fallback,"Through rigorous benchmarking against existing methods, xSiGra demonstrates superior performance across diverse spatial imaging datasets.",low,openai,gpt-5.4-mini,yes,no,no
https://openalex.org/W4405577048,Geometric deep learning improves generalizability of MHC-bound peptide predictions,https://doi.org/10.1038/s42003-024-07292-1,"The interaction between peptides and major histocompatibility complex (MHC) molecules is pivotal in autoimmunity, pathogen recognition and tumor immunity. Recent advances in cancer immunotherapies demand for more accurate computational prediction of MHC-bound peptides. We address the generalizability challenge of MHC-bound peptide predictions, revealing limitations in current sequence-based approaches. Our structure-based methods leveraging geometric deep learning (GDL) demonstrate promising improvement in generalizability across unseen MHC alleles. Further, we tackle data efficiency by introducing a self-supervised learning approach on structures (3D-SSL). Without being exposed to any binding affinity data, our 3D-SSL outperforms sequence-based methods trained on ~90 times more data points. Finally, we demonstrate the resilience of structure-based GDL methods to biases in binding data on an Hepatitis B virus vaccine immunopeptidomics case study. This proof-of-concept study highlights structure-based methods' potential to enhance generalizability and data efficiency, with possible implications for data-intensive fields like T-cell receptor specificity predictions.",no,"The citing paper discusses self-supervised learning generally and mentions masked autoencoders only as an example of SSL methods, not as a method it uses, adapts, or benchmarks from the target MAE paper.",,llm_fulltext,fulltext,"“Many well-known architectures, including BERT34, GPT-X35, MAEs (Masked Autoencoders)40 are SSL at their core.”",high,openai,gpt-5.4-mini,dont_know,yes,no
https://openalex.org/W4407722668,Detection of Ocular Surface Squamous Neoplasia Using Artificial Intelligence With Anterior Segment Optical Coherence Tomography,https://doi.org/10.1016/j.ajo.2025.02.019,,dont_know,No abstract or extracted full text available.,,llm_fulltext,missing,,low,openai,gpt-5.4-mini,dont_know,yes,no
https://openalex.org/W4410578844,Is tokenization needed for masked particle modeling?,https://doi.org/10.1088/2632-2153/addb98,"Abstract In this work, we significantly enhance masked particle modeling (MPM), a self-supervised learning scheme for constructing highly expressive representations of unordered sets relevant to developing foundation models for high-energy physics. In MPM, a model is trained to recover the missing elements of a set, a learning objective that requires no labels and can be applied directly to experimental data. We achieve significant performance improvements over previous work on MPM by addressing inefficiencies in the implementation and incorporating a more powerful decoder. We compare several pre-training tasks and introduce new reconstruction methods that utilize conditional generative models without data tokenization or discretization. We show that these new methods outperform the tokenized learning objective from the original MPM on a new test bed for foundation models for jets, which includes using a wide variety of downstream tasks relevant to jet physics, such as classification, secondary vertex finding, and track identification.",no,"The abstract discusses masked particle modeling and compares to the tokenized objective from the original MPM, but it does not indicate any use, application, or extension of the target paper Masked Autoencoders Are Scalable Vision Learners. No target-specific evidence is present.",,llm_fulltext,abstract_fallback,,medium,openai,gpt-5.4-mini,dont_know,yes,no
https://openalex.org/W4318570435,Semi-supervised automatic dental age and sex estimation using a hybrid transformer model,https://doi.org/10.1007/s00414-023-02956-9,,dont_know,No abstract or extracted full text available.,,llm_fulltext,missing,,low,openai,gpt-5.4-mini,dont_know,yes,no
https://openalex.org/W4394627503,PillarNeSt: Embracing Backbone Scaling and Pretraining for Pillar-Based 3D Object Detection,https://doi.org/10.1109/tiv.2024.3386576,"Pillar-based 3D object detectors mainly employ randomly initialized 2D convolution neural network (ConvNet) for feature extraction and fail to enjoy the benefits from the backbone scaling and pretraining in the image domain. This paper shows the effectiveness of 2D backbone scaling and pretraining for pillar-based 3D object detectors. For better backbone scaling, we first introduce several design principles for point cloud backbone, to tackle the sparsity of point cloud and improve the effective receptive field. The backbone scaling is achieved by adaptively designed based on the model size. For backbone pretraining, we propose a weight adaptation module, to transfer the image knowledge obtained by pretraining on large-scale image datasets for the point cloud. Our proposed pillar-based detector, termed PillarNeSt, outperforms the existing 3D object detectors by a large margin on the nuScenes and Argoversev2 datasets. Code is released at <uri xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">https://github.com/WayneMao/PillarNeSt</uri> .",yes,The citing paper explicitly uses the target paper’s MAE/ConvNeXt pretraining idea as an image-domain backbone pretraining source and discusses adapting pretrained weights for its 3D pillar detector. It is not merely background; it centrally applies the concept of pretraining/scaling from the target paper to its own method.,,llm_fulltext,fulltext,"backbone pretraining and scaling [17], [22], [29], [41] have shown great success in 2D perception tasks",high,openai,gpt-5.4-mini,yes,no,yes
https://openalex.org/W4385768030,Contrastive Learning for Sign Language Recognition and Translation,https://doi.org/10.24963/ijcai.2023/85,"There are two problems that widely exist in current end-to-end sign language processing architecture. One is the CTC spike phenomenon which weakens the visual representational ability in Continuous Sign Language Recognition (CSLR). The other one is the exposure bias problem which leads to the accumulation of translation errors during inference in Sign Language Translation (SLT). In this paper, we tackle these issues by introducing contrast learning, aiming to enhance both visual-level feature representation and semantic-level error tolerance. Specifically, to alleviate CTC spike phenomenon and enhance visual-level representation, we design a visual contrastive loss by minimizing visual feature distance between different augmented samples of frames in one sign video, so that the model can further explore features by utilizing numerous unlabeled frames in an unsupervised way. To alleviate exposure bias problem and improve semantic-level error tolerance, we design a semantic contrastive loss by re-inputting the predicted sentence into semantic module and comparing features of ground-truth sequence and predicted sequence, for exposing model to its own mistakes. Besides, we propose two new metrics, i.e., Blank Rate and Consecutive Wrong Word Rate to directly reflect our improvement on the two problems. Extensive experimental results on current sign language datasets demonstrate the effectiveness of our approach, which achieves state-of-the-art performance.",no,"The paper focuses on contrastive learning for sign language recognition/translation and does not use or evaluate the masked autoencoder method from the target paper. The target is not mentioned in the provided text, and there is no evidence of applying, extending, or benchmarking MAE.",,llm_fulltext,fulltext,,high,openai,gpt-5.4-mini,yes,no,no
https://openalex.org/W4317929775,A two-branch symmetric domain adaptation neural network based on Ulam stability theory,https://doi.org/10.1016/j.ins.2023.01.096,,dont_know,No abstract or extracted full text available.,,llm_fulltext,missing,,low,openai,gpt-5.4-mini,dont_know,yes,no
https://openalex.org/W4378417504,Unsupervised industrial image ensemble anomaly detection based on object pseudo-anomaly generation and normal image feature combination enhancement,https://doi.org/10.1016/j.cie.2023.109337,,dont_know,No abstract or extracted full text available.,,llm_fulltext,missing,,low,openai,gpt-5.4-mini,dont_know,yes,no
https://openalex.org/W4404217576,MVTN: Learning Multi-view Transformations for 3D Understanding,https://doi.org/10.1007/s11263-024-02283-5,,dont_know,No abstract or extracted full text available.,,llm_fulltext,missing,,low,openai,gpt-5.4-mini,dont_know,yes,no
https://openalex.org/W4391774071,Synthesis of Hybrid Data Consisting of Chest Radiographs and Tabular Clinical Records Using Dual Generative Models for COVID-19 Positive Cases,https://doi.org/10.1007/s10278-024-01015-y,,dont_know,No abstract or extracted full text available.,,llm_fulltext,missing,,low,openai,gpt-5.4-mini,dont_know,yes,no
https://openalex.org/W4401932685,Color Fundus Photography and Deep Learning Applications in Alzheimer Disease,https://doi.org/10.1016/j.mcpdig.2024.08.005,"Objective: To report the development and performance of 2 distinct deep learning models trained exclusively on retinal color fundus photographs to classify Alzheimer disease (AD). Patients and Methods: Two independent datasets (UK Biobank and our tertiary academic institution) of good-quality retinal photographs derived from patients with AD and controls were used to build 2 deep learning models, between April 1, 2021, and January 30, 2024. ADVAS is a U-Net-based architecture that uses retinal vessel segmentation. ADRET is a bidirectional encoder representations from transformers style self-supervised learning convolutional neural network pretrained on a large data set of retinal color photographs from UK Biobank. The models' performance to distinguish AD from non-AD was determined using mean accuracy, sensitivity, specificity, and receiving operating curves. The generated attention heatmaps were analyzed for distinctive features. Results: =.04). No major differences were noted between the original and binary vessel segmentation and between both eyes vs single-eye models. Attention heatmaps obtained from patients with AD highlighted regions surrounding small vascular branches as areas of highest relevance to the model decision making. Conclusion: A bidirectional encoder representations from transformers style self-supervised convolutional neural network pretrained on a large data set of retinal color photographs alone can screen symptomatic AD with high accuracy, better than U-Net-pretrained models. To be translated in clinical practice, this methodology requires further validation in larger and diverse populations and integrated techniques to harmonize fundus photographs and attenuate the imaging-associated noise.",no,"The abstract describes two retinal deep learning models and mentions a BERT-style self-supervised CNN pretrained on fundus photographs, but it does not indicate use of Masked Autoencoders or any direct application/benchmarking of the target paper.",,llm_fulltext,abstract_fallback,ADRET is a bidirectional encoder representations from transformers style self-supervised learning convolutional neural network pretrained on a large data set of retinal color photographs from UK Biobank.,medium,openai,gpt-5.4-mini,dont_know,yes,no
https://openalex.org/W4404793876,“UDE DIATOMS in the Wild 2024”: a new image dataset of freshwater diatoms for training deep learning models,https://doi.org/10.1093/gigascience/giae087,"BACKGROUND: Diatoms are microalgae with finely ornamented microscopic silica shells. Their taxonomic identification by light microscopy is routinely used as part of community ecological research as well as ecological status assessment of aquatic ecosystems, and a need for digitalization of these methods has long been recognized. Alongside their high taxonomic and morphological diversity, several other factors make diatoms highly challenging for deep learning-based identification using light microscopy images. These include (i) an unusually high intraclass variability combined with small between-class differences, (ii) a rather different visual appearance of specimens depending on their orientation on the microscope slide, and (iii) the limited availability of diatom experts for accurate taxonomic annotation. FINDINGS: We present the largest diatom image dataset thus far, aimed at facilitating the application and benchmarking of innovative deep learning methods to the diatom identification problem on realistic research data, ""UDE DIATOMS in the Wild 2024."" The dataset contains 83,570 images of 611 diatom taxa, 101 of which are represented by at least 100 examples and 144 by at least 50 examples each. We showcase this dataset in 2 innovative analyses that address individual aspects of the above challenges using subclustering to deal with visually heterogeneous classes, out-of-distribution sample detection, and semi-supervised learning. CONCLUSIONS: The problem of image-based identification of diatoms is both important for environmental research and challenging from the machine learning perspective. By making available the so far largest image dataset, accompanied by innovative analyses, this contribution will facilitate addressing these points by the scientific community.",no,"The abstract describes a new diatom dataset and benchmarking of deep learning methods in general, but it does not mention using or applying the target MAE paper or its method. There is no evidence of target-specific usage.",,llm_fulltext,abstract_fallback,"We showcase this dataset in 2 innovative analyses... using subclustering... out-of-distribution sample detection, and semi-supervised learning.",high,openai,gpt-5.4-mini,dont_know,yes,no
